ID	logFC_0.5h	FDR_0.5h	logFC_1h	FDR_1h	logFC_2h	FDR_2h	logFC_4h	FDR_4h	logFC_8h	FDR_8h	logFC_12h	FDR_12h	logFC_24h	FDR_24h
AT3G63500	0.180061268	0.784479203	0.29295806	0.746863047	0.069681219	0.876124211	-0.14437097	0.588852824	-0.019726313	0.938330523	0.017196678	0.938072753	0.339748142	0.324192306
AT3G63510	0.093003402	0.91842782	0.021355232	0.992123519	0.207244487	0.592750497	0.235771578	0.401426695	0.011487804	0.969061995	-0.220018156	0.452909779	-0.28757685	0.638007018
AT3G63520	-0.363973343	0.471303826	-0.254777215	0.898470355	-0.205476528	0.65154621	-0.500846979	0.126095614	-0.588253968	0.026490912	-0.627830215	0.026499009	-0.54594821	0.095345061
AT3G66652	-0.244726377	0.748484312	-0.462465883	0.650911049	0.20064232	0.736955303	0.0542382	0.911805386	-0.093507653	0.833934839	-0.475941949	0.209859631	-0.277930707	0.543086909
AT3G66656	0.068803032	0.918953171	0.015107694	0.990233018	-0.023402443	0.969034235	-0.001109025	0.996129604	-0.103440053	0.494577025	0.123109465	0.506706579	0.157393717	0.616786067
AT3G66658	-0.05920621	0.937648092	-0.127841984	0.931169438	-0.139328193	0.720024206	-0.015454725	0.962435429	0.055674224	0.839420423	0.192192461	0.26628897	-0.137310105	0.779437753
AT4G00010	-0.206537367	0.824625458	0.007686481	0.996238958	0.06247392	0.837288786	0.45915476	0.023349554	0.616085773	0.019851631	0.01359781	0.965518469	0.126716535	0.67113077
AT4G00020	0.106914291	0.817018554	0.194836664	0.856426124	0.204829706	0.580616641	-0.001492054	0.997024239	0.168095224	0.412141268	0.11218287	0.538401199	0.00222366	0.996291159
AT4G00030	-0.262696659	0.686473773	-0.282896682	0.877989095	-0.023503252	0.970192356	0.019423009	0.957853353	-0.107867516	0.810509433	0.192114853	0.418300054	-0.197400014	0.812772847
AT4G00040	0.229285051	0.900613521	0.166559744	0.967804582	0.321891081	0.484500798	0.241131825	0.531610703	0.128273608	0.757393461	0.005875836	0.981960903	0.547924377	0.453907804
AT4G00050	0.196594296	0.703911138	0.290757369	0.886392656	0.634608444	0.128079983	0.876256305	0.020873483	1.194430281	0.001527519	0.983751011	0.010337094	-0.117876892	0.891208896
AT4G00070	0.152803773	0.791874272	0.947200926	0.168727152	1.015973347	0.078677546	1.067098603	0.003090528	1.228235097	0.000727348	1.320254751	0.041868377	1.177404011	0.261090944
AT4G00080	1.275587083	0.025956029	0.914460545	0.166460962	1.123186013	0.044736853	1.378471679	0.00150794	2.20031603	1.37E-06	2.490351434	1.48E-05	2.581124882	6.77E-05
AT4G00090	0.17111999	0.779029507	0.07626335	0.958012631	0.08267292	0.811387255	0.210169463	0.32496318	0.118064842	0.545088351	0.250154488	0.128329864	-0.029074778	0.952972104
AT4G00100	-0.075913369	0.914697729	0.039125792	0.978355674	0.009267133	0.987072091	0.096391398	0.639845147	0.197761984	0.236599399	0.135560464	0.386981407	0.120971248	0.771471905
AT4G00110	-0.114360246	0.869439091	-0.188473796	0.918315676	-0.220198712	0.570051905	-0.09479787	0.739016763	-0.131868469	0.487618205	0.054602854	0.866459466	-0.192330959	0.684106087
AT4G00130	-0.002112395	0.997717509	0.013045938	0.993804081	-0.062248425	0.815955553	0.070031073	0.776634183	0.041186344	0.891528663	-0.323799621	0.281243942	-0.141472701	0.609179849
AT4G00150	-0.041953201	0.965250269	-0.344438866	0.875167585	-0.934362884	0.178149767	-0.473412377	0.081196912	-0.456290035	0.065106362	-0.500629269	0.029224991	-0.171126639	0.801734839
AT4G00160	-0.052862835	0.874963418	0.056401007	0.965303342	0.109577254	0.632357594	0.02302991	0.883772334	0.042970427	0.835704343	-0.042585017	0.796986054	0.068285634	0.85474994
AT4G00170	0.047578627	0.965250269	0.163242382	0.885179768	0.291899933	0.342245024	0.300585026	0.154516023	0.21540859	0.302274532	0.428292146	0.061721905	0.10060647	0.814651551
AT4G00180	0.278964836	0.676346894	0.119475984	0.943902626	-0.039756865	0.945633541	0.000920067	0.998169397	-0.049258287	0.881533881	0.054976883	0.901545607	-0.226434717	0.627483122
AT4G00190	-0.109607957	0.888665837	-0.066818074	0.949989333	-0.089154595	0.693299379	-0.15648171	0.345522608	-0.088549725	0.680267364	0.015627504	0.9701189	-0.063460363	0.913264144
AT4G00200	-0.518447653	0.328982557	-0.407523882	0.571281894	-0.245843136	0.592806805	-0.421054113	0.21337188	-0.264243477	0.353845269	0.145271626	0.681603974	0.232949265	0.667546742
AT4G00220	0.195989285	0.858427831	-0.075335173	0.978738541	-0.102056642	0.867635094	-0.313106673	0.41801911	-0.497816805	0.117671212	-0.515482991	0.071569016	-0.117473215	0.892318231
AT4G00230	0.107364743	0.920601684	0.032988901	0.992956458	0.127484166	0.808567217	0.159504936	0.661041286	0.328675202	0.332103153	0.185354164	0.662553987	-0.235066321	0.723544497
AT4G00231	-0.006263259	0.996392612	0.104080442	0.959751876	0.107267246	0.819460831	-0.107733254	0.750658622	0.141049486	0.574700535	0.265986214	0.227488643	-0.038832637	0.950793873
AT4G00232	0.134605109	0.803049317	-0.050684102	0.964583646	0.065023864	0.843890987	0.285892929	0.160622324	-0.119763266	0.466865937	-0.023209077	0.925958629	-0.12143167	0.65662388
AT4G00234	-0.386099932	0.746406975	-0.321056954	0.817191206	-0.395030087	0.521788032	-0.619557006	0.025616134	-0.73870017	0.01077151	-0.392433589	0.369171031	-0.763587629	0.071892194
AT4G00238	-0.032830675	0.967418966	0.178369643	0.907429266	0.776593417	0.06262837	0.755703813	0.033118035	0.391538857	0.092245615	-0.013767539	0.956609819	0.15872788	0.691876924
AT4G00240	0.078831359	0.950691099	0.186655054	0.944276546	0.127008391	0.785585162	0.142199154	0.606607854	0.050302956	0.886598964	-0.221943419	0.452909779	0.049829263	0.938663368
AT4G00270	0.127461772	0.854151369	0.106667256	0.958295194	-0.188338808	0.689563099	0.076306304	0.799731002	0.258995081	0.252544483	0.397792118	0.123147467	0.232406938	0.641742811
AT4G00280	-0.012965101	0.981208388	-0.102196975	0.929405868	0.010077744	0.981412918	0.069267519	0.712727757	-0.067375615	0.790728853	-0.124605454	0.487016816	-0.175044833	0.571675496
AT4G00300	0.215659422	0.782578946	0.094574483	0.976667521	-0.045798711	0.949287499	0.203717912	0.480940299	0.228188172	0.340842449	0.305544185	0.18258518	0.174891301	0.714711467
AT4G00310	0.155215379	0.862617825	0.221194465	0.879780676	0.099310913	0.888192553	0.258663225	0.476646545	-0.077205342	0.811873636	-0.247874523	0.326320535	0.13844108	0.825838961
AT4G00320	0.01146225	0.982121496	-0.004260865	0.997006706	-0.034787726	0.914774027	0.071859542	0.662710071	-0.05486469	0.688178604	0.023101946	0.935988729	0.015929843	0.971431207
AT4G00330	-0.301152059	0.717072399	-0.470900295	0.30193336	-0.604854896	0.126326179	-0.629220878	0.010534853	-0.994702258	0.000572606	-0.618317448	0.01113333	-0.313412752	0.545999935
AT4G00335	0.185359011	0.752692604	0.086347736	0.959082836	0.256371996	0.505566131	0.217610771	0.316327316	0.056782279	0.845441775	-0.031193614	0.919360813	-0.111730811	0.865579393
AT4G00340	0.106222708	0.845342785	0.366356369	0.263281647	0.337770893	0.199049077	0.044066484	0.889991225	0.056609674	0.810350118	-0.026318348	0.952300114	0.328399127	0.508680249
AT4G00350	0.10069333	0.830891118	-0.168060167	0.927914259	-0.119132122	0.831719316	-0.245450938	0.097989206	-0.081764778	0.751262752	-0.244073578	0.4470689	-0.08905765	0.79829038
AT4G00355	0.331111687	0.48628739	0.329994737	0.719567444	0.221775227	0.688041362	0.38643647	0.10725469	0.606727298	0.055684363	0.535975365	0.176774813	0.506855164	0.132261995
AT4G00360	0.021059272	0.987819484	-0.61929088	0.114246912	-0.24518612	0.598473842	0.14829783	0.56065939	0.65130094	0.00331285	0.752699719	0.155428767	-0.319687832	0.717245937
AT4G00370	-0.150736562	0.816819511	-0.028201043	0.99089996	-0.170118417	0.624769805	-0.306787211	0.198075613	-0.376954143	0.139940567	-0.242317286	0.398702305	-0.342421782	0.403649574
AT4G00390	0.200864851	0.707738407	0.098339259	0.894891629	0.099235389	0.753466267	-0.045486176	0.798400539	-0.064124288	0.76529087	-0.155217609	0.584669293	0.041328517	0.931828121
AT4G00400	-0.226958447	0.73729986	-0.786062008	0.533619495	-0.537071695	0.159516534	-0.048926823	0.926775703	-0.228258906	0.617488795	0.087674382	0.897365531	0.134703643	0.805753188
AT4G00410	-0.066558187	0.946871093	-0.269369355	0.907029117	-0.475249947	0.230967209	-0.072827847	0.775006305	-0.136059514	0.776634728	-0.021980967	0.964425627	-0.198248973	0.701195284
AT4G00416	-0.101409973	0.828741408	0.050506344	0.959458645	-0.0271704	0.920599143	-0.077002084	0.675673836	0.020317895	0.921554011	-0.010102814	0.970869009	0.037771589	0.940240909
AT4G00420	0.005508477	0.997179401	-0.143418668	0.939997501	-0.165769958	0.640086827	-0.01954184	0.952510013	-0.095812396	0.70253618	-0.157300292	0.561347643	-0.150881632	0.787612695
AT4G00430	0.056110106	0.946416771	-0.241319784	0.82332005	-1.204530053	0.053936713	-1.736064846	4.27E-05	-1.755187558	6.59E-05	-1.611048101	0.001553332	-0.645435554	0.092212443
AT4G00440	-0.149418045	0.795978695	0.1187669	0.943902626	-0.173267968	0.715804754	-0.372267113	0.12505733	-0.180525462	0.436520719	-0.045424255	0.867091439	-0.34191933	0.381911175
AT4G00450	0.171651053	0.872418656	0.094394213	0.967877604	0.190774865	0.558237574	-0.069596694	0.805984968	0.077296536	0.743211243	0.148460986	0.541690464	0.2326207	0.74780051
AT4G00460	-0.288570672	0.570714684	0.214122048	0.957294616	-0.455291942	0.23395437	-0.029816782	0.937572217	-0.478953414	0.08167457	-0.615296145	0.080564088	-0.317191679	0.517900375
AT4G00480	-0.334329095	0.690501427	0.031065381	0.994255528	-0.493290572	0.454901526	-0.554986164	0.161851096	-0.640708972	0.08955276	-0.247783016	0.446338277	0.043923169	0.962546167
AT4G00490	-0.049899018	0.961644435	-0.301936886	0.907529476	-0.081861991	0.896221179	-0.329943726	0.250745484	0.000495693	0.998323398	-0.101236031	0.705264945	-0.356054804	0.371815659
AT4G00500	0.206126655	0.872418656	0.032438431	0.990547372	0.026596073	0.971137587	-0.290301047	0.31382442	-0.477739286	0.025356451	-0.47926043	0.075679419	-0.346462533	0.420315187
AT4G00510	0.18380958	0.777200278	0.06088385	0.978195818	-0.034896759	0.951634716	-0.155726094	0.63019308	0.054496973	0.873384183	-0.181110048	0.621012094	-0.040866287	0.945710749
AT4G00520	-0.291006151	0.571882273	0.155829504	0.907429266	-0.065593539	0.925791883	0.049135613	0.90475808	0.073431526	0.796710335	0.302799548	0.263600075	0.140225776	0.8369539
AT4G00530	-0.091211438	0.924493138	-0.050792375	0.981224965	0.049736988	0.889463084	0.247366142	0.265177135	0.207065545	0.404929354	0.098614903	0.811082716	0.089099379	0.898191953
AT4G00550	-0.200973167	0.776504742	0.037882324	0.985893413	0.234394231	0.541526169	-0.185454012	0.506104171	-0.130958456	0.600016748	-0.080373288	0.821346007	-0.013298674	0.982450431
AT4G00560	-0.022369743	0.983570093	0.006850953	0.997768712	-0.089175767	0.829532712	-0.347669791	0.187375401	-0.290950353	0.124059307	0.1427554	0.570825541	-0.279418075	0.458468404
AT4G00570	0.11129193	0.858248137	0.12172791	0.942797436	0.009610235	0.983728583	0.223941323	0.294788807	0.114058625	0.666950888	0.211325011	0.239541311	-0.004820162	0.992962012
AT4G00585	0.099635195	0.889878878	0.192875586	0.859463399	0.158117824	0.635456527	0.139877673	0.497751423	0.387641379	0.07323708	0.133593977	0.559867398	0.033241934	0.946739793
AT4G00590	0.188949036	0.825107979	0.105451033	0.95571801	-0.220546632	0.566058905	-0.187838354	0.585196879	0.099579473	0.771109683	-0.145020132	0.729908052	0.178602681	0.743854746
AT4G00600	-0.04411963	0.969386226	0.137601102	0.95215852	0.774090267	0.145049792	0.737956937	0.020810817	0.41949343	0.105557099	0.016345048	0.980110269	0.033706528	0.947688901
AT4G00630	0.034345733	0.960089105	0.040874104	0.985958051	-0.041966058	0.931343384	0.089555044	0.776332887	-0.062379555	0.817365905	0.128681473	0.656092777	-0.062736558	0.915334198
AT4G00640	-0.130251934	0.837602458	-0.167904642	0.918357634	0.238553565	0.501924165	0.125731799	0.624515604	-0.015461783	0.956562294	-0.040451222	0.87795283	-0.161428174	0.60704649
AT4G00650	-0.014225686	0.989447956	-0.08631947	0.971634141	-0.044869459	0.91714054	-0.031575007	0.930100986	-0.341616357	0.191913349	-0.187022159	0.764400351	-0.067670905	0.891304787
AT4G00660	0.084860636	0.887365536	0.13883649	0.916188671	0.056671383	0.874209203	0.084013037	0.787106089	0.048533651	0.819162846	0.177536483	0.366738261	-0.10472677	0.816311006
AT4G00670	-0.041252618	0.983490728	-0.368796996	0.884127373	-0.321539036	0.695028842	0.047974571	0.952884103	0.240984388	0.405545561	0.261316467	0.434521357	-0.028863748	0.970721552
AT4G00680	-0.516473791	0.785927565	0.605701391	0.276057884	0.357157685	0.749905732	0.149465504	0.765750561	-0.155086807	0.772582584	-0.468313519	0.471660722	-0.264547963	0.891208896
AT4G00690	-0.160492225	0.755704343	-0.073429616	0.962596438	0.423272192	0.323284183	0.07609973	0.760068459	0.364949719	0.132703878	0.296680997	0.292285135	0.126804677	0.768980659
AT4G00700	-0.214274933	0.855056555	-0.302242351	0.851821108	-0.777304932	0.451764758	-0.984433504	0.004335685	-1.489981187	0.007054506	-1.288714189	0.015728178	-0.65067605	0.195035635
AT4G00710	0.043334631	0.947479995	0.37209757	0.786779924	0.0338184	0.955263924	0.170935191	0.468277189	-0.026916481	0.930853631	0.034191234	0.925132969	-0.208186789	0.609179849
AT4G00720	-0.194408365	0.70593438	0.057296306	0.985234455	0.167489895	0.636256542	-0.113155285	0.619149966	0.013366863	0.964691501	0.229805627	0.19309449	-0.193691438	0.618539193
AT4G00730	0.058810513	0.96110509	0.437457564	0.573667028	-0.016917005	0.985027159	-0.17633351	0.491258866	0.065057986	0.823266754	0.371747166	0.404577296	0.251760963	0.704331924
AT4G00740	0.109175569	0.852846213	0.102526573	0.942684663	-0.262109655	0.429860932	-0.041348158	0.885623949	-0.023192563	0.926512326	0.16316765	0.404511541	-0.148896377	0.737426193
AT4G00750	-0.323944667	0.658512568	-0.128228947	0.919162147	-0.103041511	0.786504943	0.071947324	0.794378157	0.270779383	0.353522648	0.264176247	0.558860927	0.212267098	0.758367659
AT4G00755	-0.109293323	0.88313263	0.062565453	0.969813148	-0.051238081	0.909652347	-0.115775992	0.700138793	-0.026429658	0.910812756	0.247512702	0.331840105	-0.035513601	0.951001294
AT4G00760	0.515708777	0.278628612	0.488356706	0.533611351	0.242456062	0.690626423	0.20309479	0.496401094	0.299678042	0.268344538	-0.085878875	0.856961986	0.3225848	0.429968682
AT4G00770	0.487991863	0.572339575	0.843976172	0.077371042	0.693918548	0.282305033	0.389664208	0.515737573	0.354233643	0.288215703	-0.247550396	0.416458159	0.397910233	0.564615396
AT4G00780	-0.656348075	0.684383861	-0.348079096	0.952901431	-0.919082189	0.200054338	-0.726555541	0.186289449	-0.879395919	0.014578391	-1.24189715	0.058521555	-0.973633081	0.145437976
AT4G00790	-0.089224664	0.878521458	-0.090853308	0.95571801	-0.31175494	0.480711001	0.009520935	0.978704724	-0.011501007	0.98062155	-0.141239731	0.698470982	-0.031416042	0.950422972
AT4G00800	-0.000301031	0.999373305	0.092349988	0.97178722	0.009310807	0.989099502	0.144137606	0.569601709	-0.020845797	0.950603495	-0.074528053	0.769915261	-0.092884104	0.869370082
AT4G00810	-0.399095153	0.642704913	0.117295494	0.944276546	0.082418739	0.890453247	0.320005979	0.239337866	0.189333612	0.333760183	-0.071857214	0.770848723	0.189277818	0.735257395
AT4G00820	-0.16053245	0.831631931	0.05083371	0.983078098	-0.270093854	0.481404127	-0.540060116	0.116759736	-0.205097275	0.315752104	0.159469221	0.459685045	0.370360895	0.39354246
AT4G00830	-0.034081364	0.967337085	0.118771355	0.9430764	0.034185348	0.939362951	0.094029946	0.739853324	0.209060395	0.421127539	0.44442577	0.101887147	0.136395839	0.7755148
AT4G00840	-0.006265011	0.996637303	0.032849613	0.99010584	-0.169597583	0.700651072	-0.136134145	0.690990705	-0.191689648	0.42440799	-0.149940624	0.654349912	-0.249338676	0.637201754
AT4G00850	0.220821418	0.804428398	0.104666396	0.966413834	0.490408588	0.255665161	0.385797684	0.149044654	0.624581744	0.038973711	0.444655952	0.066074349	0.199263203	0.731618868
AT4G00860	-0.076908066	0.910906829	-0.004414997	0.997768712	-0.023383641	0.963650907	0.163070587	0.390196105	0.258854754	0.262417655	0.092671334	0.590286997	-0.101114729	0.753997096
AT4G00870	-0.160148348	0.833615473	-0.005790851	0.997006706	0.097800495	0.638809117	-0.19434896	0.189318211	-0.082216361	0.640272053	-0.032982748	0.900672392	-0.033329143	0.95447122
AT4G00880	-0.395182797	0.724842574	-0.484765159	0.393108066	-0.4568673	0.165581311	-0.116635556	0.690405628	0.247448894	0.239351835	0.257115174	0.148270115	-0.014112218	0.981553942
AT4G00890	0.361763491	0.507095469	0.280683243	0.644256116	-0.143611423	0.739731163	0.080610162	0.731744204	-0.115389326	0.676700854	0.009574239	0.980030932	-0.045114269	0.927306553
AT4G00895	-0.416099766	0.502160301	-0.710654153	0.635929454	0.250770398	0.829695969	0.136642422	0.726852343	0.531144062	0.156436288	0.603255247	0.288443684	0.365897137	0.674499654
AT4G00900	-0.164134606	0.876808401	-0.277190862	0.930066563	0.011575022	0.992372384	0.394000126	0.11298654	0.555884575	0.178678588	0.700176209	0.169415717	0.184035459	0.634145974
AT4G00910	-1.076304404	0.58784994	-0.772242045	0.858716922	-0.783820404	0.640400043	-0.994006341	0.147452255	-0.471698227	0.469488821	0.015961877	0.987892115	-0.342304931	0.316832464
AT4G00920	0.009871554	0.988952219	0.205594073	0.690543451	0.018298221	0.934138891	-0.014441831	0.952294986	0.013004336	0.961042531	0.055809144	0.836934241	-0.007576735	0.984136298
AT4G00930	-0.317287978	0.680127672	-0.235316137	0.841879484	0.351979336	0.555867454	0.367652331	0.22245952	0.117815974	0.613715222	-0.049654942	0.880067213	0.043912221	0.947997377
AT4G00940	0.357666593	0.5455477	0.218023756	0.944276546	0.925369266	0.058500097	0.811282919	0.028839252	0.46179731	0.055009591	0.086322857	0.777232826	0.373574413	0.654787056
AT4G00950	-0.038930886	0.969589908	0.099434733	0.919705997	-0.101892545	0.81713509	0.022637735	0.953733184	-0.010083393	0.97226568	-0.208052537	0.587093707	0.01025569	0.987188025
AT4G00955	0.044468359	0.955717531	-0.014754991	0.995045267	0.367666416	0.565697422	0.866809181	0.017953277	0.14474386	0.591436234	0.879565684	0.081201262	-0.240930413	0.786185852
AT4G00960	-0.120813803	0.777200278	0.039556066	0.968276889	0.191535062	0.487216636	-0.066121515	0.656833435	0.059792305	0.786975343	-0.330854224	0.074072838	-0.075170148	0.828234751
AT4G00970	-0.183564654	0.700300867	0.094498774	0.95571801	0.093694422	0.697200273	-0.079572921	0.540495387	-0.017594099	0.940478118	0.064677602	0.733143498	0.091176818	0.874135385
AT4G00980	0.018324036	0.984888425	-0.102890548	0.95215852	0.194912154	0.647776867	0.068737562	0.860103577	0.045016515	0.903905819	-0.183578596	0.48957028	-0.12890289	0.812972098
AT4G00990	0.169500605	0.892826252	0.182522096	0.907029117	0.100452798	0.785585162	0.141898867	0.652182317	0.192112464	0.385799208	0.287688546	0.214755662	0.306452008	0.581767101
AT4G01010	0.006872788	0.996497325	-0.281717176	0.919696608	-0.2173969	0.677943227	0.270454652	0.273339912	-0.264431566	0.207256164	-0.235040452	0.627007317	-0.198127698	0.925117688
AT4G01026	0.272942562	0.66440193	-0.061151546	0.986008083	-0.373392181	0.479890602	-0.460322452	0.192810081	-0.429849363	0.220228971	-0.318855295	0.315130027	-0.333319992	0.662137593
