ID	logFC_0.5h	FDR_0.5h	logFC_1h	FDR_1h	logFC_2h	FDR_2h	logFC_4h	FDR_4h	logFC_8h	FDR_8h	logFC_12h	FDR_12h	logFC_24h	FDR_24h
AT4G16250	-0.007912935	0.996213837	-0.135153333	0.946820365	0.245740418	0.550380839	0.011260657	0.975762929	0.076141562	0.791427959	-0.020391006	0.949891155	0.193675441	0.657454369
AT4G16260	-0.090229507	0.902643692	-0.460524464	0.897733865	0.230718612	0.85610527	0.21601414	0.508317869	-0.591565281	0.089284114	-1.082021478	0.078606164	-0.789429678	0.282520325
AT4G16265	-0.077312159	0.910648084	0.257440327	0.780751217	0.169816886	0.648257538	0.32631372	0.124479705	0.433095133	0.051256496	0.43436222	0.069172728	0.102970426	0.878219586
AT4G16270	0.059510725	0.947433295	-0.10211458	0.985602874	-0.704970126	0.060699229	-0.211449076	0.550324576	-0.295231291	0.455299035	-0.088765258	0.826032208	0.271386825	0.662137593
AT4G16280	0.038879142	0.969589908	-0.042804143	0.9877896	-0.01848357	0.971137587	-0.194551255	0.497963758	0.264980667	0.228311936	-0.04636995	0.87795283	0.187564128	0.691819768
AT4G16310	0.185983246	0.800241372	0.059374675	0.971865588	0.016113792	0.980018773	-0.236153009	0.280174533	0.276947719	0.24490322	-0.036121196	0.931822954	0.020691955	0.971431207
AT4G16320	0.165420368	0.825107979	0.16194598	0.908492351	-0.170396133	0.660161595	-0.085467661	0.790221114	-0.057239755	0.834864098	-0.080754036	0.886160899	0.016311269	0.978628509
AT4G16330	-0.1166519	0.853457952	0.097223076	0.973334183	0.111919808	0.818369321	-0.044260526	0.906470631	0.119873235	0.619322458	0.275643918	0.252491891	0.067215703	0.884627371
AT4G16340	-0.300045768	0.458647603	-0.14083415	0.930066563	-0.392992689	0.283973333	-0.321138382	0.169031397	-0.255643635	0.24183736	0.052877306	0.841579854	0.034351853	0.957092892
AT4G16350	0.091754016	0.95829478	0.162226053	0.93314849	0.150651134	0.819580712	0.62738116	0.141950556	0.062532464	0.919154427	-0.328568065	0.567976623	-0.528112794	0.431827659
AT4G16360	-0.075760076	0.92608232	-0.073590909	0.966727136	-0.311954138	0.480711001	-0.214035071	0.310577734	-0.084081011	0.739926413	0.038499907	0.87270952	-0.313070412	0.379469205
AT4G16370	-0.721698309	0.73397124	-0.971695812	0.894315405	0.560987097	0.796806837	-0.928480976	0.254197743	-2.13895756	0.004554669	-2.495408247	0.007665957	-1.474683002	0.017762686
AT4G16380	0.038331143	0.969589908	-4.30E-06	0.999977858	0.072185324	0.896436688	-0.306432301	0.269660202	-0.477429296	0.218104853	-0.281169931	0.281658439	-0.208016101	0.626796083
AT4G16390	-0.107757995	0.920558149	0.040155087	0.9877896	0.210615383	0.624898222	0.344269595	0.197864274	-0.012222429	0.977123345	0.236389166	0.287941038	-0.018040154	0.981010056
AT4G16400	0.236202532	0.719807855	0.344931365	0.740234164	0.210323534	0.739731163	0.397869448	0.097828889	0.364908368	0.172744882	0.022886894	0.944726707	-0.510427862	0.385344228
AT4G16410	-0.016861617	0.985964273	-0.068750561	0.980173185	-0.019040365	0.970289901	0.004769637	0.988599733	-0.019605049	0.954235706	-0.230765438	0.593239352	0.11440124	0.882732154
AT4G16420	0.339952389	0.471112908	0.13302245	0.959082836	0.027840037	0.963883908	-0.036679899	0.924727651	0.089589906	0.737039954	-0.08185868	0.669515391	0.109870273	0.873086256
AT4G16430	-0.043710757	0.967723979	0.206574971	0.881667281	-0.015354354	0.980894077	-0.006203125	0.985889042	-0.021669894	0.926026258	0.111377725	0.646083638	0.072854379	0.901068861
AT4G16440	0.175057797	0.811499527	-0.151462845	0.932858394	-0.003863704	0.995184577	0.278132639	0.179738523	-0.018182778	0.948877507	0.11755348	0.619225936	0.041304569	0.940895647
AT4G16442	0.094893412	0.898628268	-0.217376406	0.899757498	0.318570404	0.558906346	0.473916131	0.128098333	0.518018598	0.016986576	0.618474353	0.043750553	0.556682533	0.113374898
AT4G16444	-0.072646801	0.911416384	-0.128219368	0.941575029	-0.0929815	0.775303757	-0.093870175	0.671980877	0.04027573	0.864844268	0.188532981	0.266530831	-0.131802941	0.825838961
AT4G16447	-0.099932331	0.955840707	-0.217753551	0.923898003	-0.147681823	0.788508438	0.046080039	0.872515984	0.805789268	0.003927629	0.405506261	0.08279359	-0.052210549	0.932899266
AT4G16450	-0.021349619	0.981208388	-0.021672167	0.99089996	-0.03266361	0.942476747	-0.078839825	0.703375103	-0.000965728	0.996462472	0.07982719	0.613492756	-0.055463898	0.905978949
AT4G16460	-0.096262672	0.879453158	0.043088222	0.980899844	-0.169868615	0.523390508	-0.087626986	0.614837603	-0.051482324	0.82312469	0.189026018	0.481341316	0.185778708	0.510510004
AT4G16470	-0.23986897	0.874158045	-0.055952677	0.983835716	0.153568513	0.719160231	-0.056123315	0.862444482	0.109551428	0.676934246	0.181477333	0.528567574	-0.137733229	0.816311006
AT4G16480	0.175897531	0.872761191	0.109255347	0.971329113	-0.013232162	0.991718652	0.007860357	0.987451569	0.528935979	0.13951832	0.460149053	0.333754954	0.135917819	0.865697803
AT4G16490	0.558000698	0.720988395	0.331771982	0.938585994	-0.061039838	0.96786468	0.646498988	0.091253435	0.377596019	0.426533369	0.403711518	0.347776537	0.035412553	0.975570483
AT4G16500	0.380514463	0.417484354	0.21415923	0.821563351	0.20101768	0.633376483	0.123076832	0.607030189	0.190401841	0.304423838	0.497308877	0.06073509	0.549350206	0.03434277
AT4G16510	-0.308303506	0.538993818	0.110605303	0.959458645	0.262833308	0.618051809	0.340101623	0.226127519	-0.030977005	0.918084005	0.039287187	0.896421195	-0.106262531	0.880102489
AT4G16515	0.070709404	0.920064981	0.237081409	0.846195094	-0.27252236	0.469576606	-0.13519703	0.569682041	-0.107067092	0.77659243	-0.230070902	0.538321562	-0.246832974	0.638180825
AT4G16520	-0.257793722	0.667250549	-0.300914957	0.814686634	0.031572502	0.97772051	-0.345628758	0.155948957	0.226721475	0.427699659	0.151681264	0.596022682	0.440829681	0.191763134
AT4G16563	-0.556471413	0.331400143	-0.780285335	0.097899753	-0.799249271	0.401462552	-1.015437972	0.008137935	0.657952852	0.04907928	1.182649677	0.003252761	1.23322167	0.076048291
AT4G16566	-0.110215519	0.908473569	-0.053925535	0.984664344	-0.063831163	0.897933785	-0.12399113	0.610490219	-0.075981216	0.834141156	-0.002795654	0.992603336	-0.134586997	0.839898695
AT4G16570	0.110817076	0.898805467	0.095150606	0.965303342	-0.030709614	0.95353211	-0.076903667	0.776343311	0.112762007	0.678360114	-0.304476054	0.46650479	-0.001279881	0.998568874
AT4G16590	0.146006286	0.771345566	-0.07650348	0.942797436	0.037809494	0.907423389	-0.062763975	0.891164056	-0.175258867	0.389555118	-0.148851412	0.722050472	-0.167241041	0.754790748
AT4G16600	0.223704796	0.784310472	0.163987786	0.908767573	0.399870583	0.6152845	0.34820774	0.149719728	-0.005628119	0.986531781	0.039485597	0.909674919	0.029510985	0.970721552
AT4G16610	-0.004134034	0.997719648	-0.000949267	0.999340396	-0.296873084	0.468440212	-0.612572889	0.047174253	-0.534618365	0.021142837	-0.437227356	0.325515851	-0.136879095	0.857653399
AT4G16620	0.238704811	0.788403362	0.168935482	0.908492351	-0.01333236	0.987072091	-0.103003862	0.750943874	0.052700306	0.862148138	0.949036506	0.02434985	2.003698888	0.010893628
AT4G16630	-0.07392644	0.950434362	0.014129531	0.996508768	0.743269032	0.437535808	0.800444672	0.017006773	0.269753348	0.413253604	-0.048199511	0.928167111	-0.0533061	0.947428401
AT4G16640	-0.003351327	0.997719648	-0.230342944	0.907029117	-0.567592538	0.372381379	-0.117377984	0.760690212	0.221601322	0.386777565	-0.538250599	0.116936683	-0.373969225	0.638372855
AT4G16650	-0.030875307	0.969589908	0.049438658	0.983674488	-0.266129312	0.60096921	0.13704132	0.624564543	0.167717577	0.501914999	0.460828025	0.089705822	-0.134765357	0.811535955
AT4G16660	-0.148323304	0.92608232	-0.114610627	0.975583558	-0.468869276	0.463448731	-0.210695862	0.711185625	-0.408719739	0.161781603	-0.213892298	0.642037419	0.089511741	0.926598321
AT4G16670	-0.088213191	0.951206346	-0.156477718	0.982667574	-0.704783772	0.538871291	-1.306432566	0.003017187	-1.349611525	0.001205713	-1.18844587	0.014565504	-0.869733534	0.241816744
AT4G16680	-0.093487932	0.899158169	-0.48322634	0.798236494	-0.074270926	0.797449439	-0.14913771	0.425928445	-0.07924415	0.729456208	-0.645536324	0.090014528	-0.370643176	0.243360838
AT4G16690	-0.230569094	0.630736109	-0.012247659	0.993248391	-0.129741539	0.598473842	0.040794991	0.862377611	-0.224730833	0.237649813	-0.205662421	0.433860247	-0.023625373	0.961366832
AT4G16700	0.083433874	0.915597963	0.122870462	0.940596631	0.291984272	0.613711734	0.234454461	0.40116923	0.112981655	0.800131946	-0.020718195	0.955972119	-0.162386164	0.799876139
AT4G16710	-0.192388277	0.828741408	0.016213509	0.993248391	-0.060498881	0.875023638	-0.14433259	0.564677162	0.279171432	0.210317343	0.277311957	0.310933265	0.097803919	0.892884309
AT4G16720	-0.040376974	0.950564407	0.029631005	0.985234455	0.125933794	0.748838642	0.19517296	0.287776661	0.247824269	0.184527281	0.097288899	0.540780787	0.126919264	0.777577978
AT4G16730	-0.179618804	0.692711849	-0.04849131	0.972037101	-0.132855682	0.618725274	0.11821631	0.438961292	0.087543705	0.822090736	-0.111091233	0.491027255	-0.128146318	0.753997096
AT4G16740	0.103119347	0.842236044	0.35769865	0.3879594	0.078331523	0.836461927	-0.363726479	0.132670395	0.044999736	0.850711869	0.058208055	0.899451576	-0.169758874	0.654758097
AT4G16745	-0.08528627	0.933498601	-0.107060282	0.974116842	-0.158250356	0.694402137	-0.471625512	0.07220043	-0.06881636	0.839884174	0.217679208	0.541926128	-0.116456494	0.839578667
AT4G16750	0.072979925	0.94101166	0.021223291	0.997006706	-0.419753654	0.687073679	-0.965693633	0.034702874	-0.803701377	0.116516659	-0.923018922	0.026733973	0.020003577	0.987697166
AT4G16760	0.04230753	0.949051582	-0.15167315	0.947028028	0.135451098	0.700650857	-0.171051302	0.381084643	-0.115825687	0.64013821	-0.097425659	0.821834646	0.18765531	0.782921214
AT4G16770	0.06621241	0.944654711	0.244816585	0.805586922	0.10794315	0.800453701	0.321458213	0.314504714	-0.087369759	0.671148282	0.032304443	0.917435815	0.177845897	0.834896691
AT4G16780	0.762449394	0.170777753	0.564580701	0.411072811	0.340065921	0.520352555	0.665961605	0.022151173	0.098950801	0.676557532	0.061474498	0.863519177	0.016763602	0.979288965
AT4G16790	0.511604299	0.660394601	0.369671104	0.817191206	0.191926579	0.72239089	-0.183917054	0.570192637	-0.311816942	0.280004135	-0.16178554	0.867323697	-0.052599319	0.951569951
AT4G16800	0.043712783	0.953617493	0.061088608	0.975583558	0.058696513	0.874637664	-0.206103166	0.383184443	-0.034122078	0.895489675	0.002752351	0.991301784	0.059519449	0.904438984
AT4G16820	0.738663727	0.267001894	0.085257926	0.958295194	0.667689536	0.058736653	1.221220594	0.000762495	0.800435147	0.001749048	0.774252384	0.063950401	0.293912752	0.48956387
AT4G16830	0.131921373	0.81560157	-0.06520834	0.972972499	-0.091313835	0.840275554	-0.188346018	0.3423663	0.328355075	0.061475069	0.322272308	0.120340466	0.013879052	0.975570483
AT4G16840	-0.16894893	0.882375404	0.236836905	0.898778906	0.694074391	0.347529851	0.735005246	0.029395372	0.381504535	0.139648403	0.061251436	0.822243924	-0.296875826	0.591045122
AT4G16845	0.023063258	0.981208388	0.135482879	0.922357866	-0.03498759	0.944659559	0.204602354	0.421152786	0.342536784	0.075273551	0.196145711	0.313947989	0.251026555	0.576728937
AT4G16850	0.126236826	0.840330892	0.225667673	0.918315676	0.168164159	0.769573133	0.289708526	0.270122269	-0.123698044	0.518177811	0.294544353	0.201364589	-0.398245936	0.228406649
AT4G16860	0.035458362	0.951206346	-0.044006565	0.978195818	0.068160524	0.727780565	-0.090743332	0.593980715	-0.035194398	0.827439614	-0.099140093	0.575451564	-0.004079615	0.990634155
AT4G16870	0.025757248	0.970229648	-0.027491335	0.985234455	-0.267888109	0.367360696	0.012858353	0.980645175	-0.012236113	0.96522835	-0.098562427	0.709927679	-0.236137148	0.602097034
AT4G16880	-0.015781894	0.975859513	0.196992803	0.752206115	-0.399594417	0.391799652	-0.073586388	0.701415104	-0.045624586	0.785816755	-0.287785214	0.261138419	-0.122958889	0.65194906
AT4G16890	-0.296267538	0.41837799	-0.162044455	0.919150943	-0.068782366	0.821242218	0.002154316	0.995296038	-0.027216902	0.895692684	-0.167590329	0.587507296	-0.196191714	0.564615396
AT4G16900	0.257730419	0.674874738	0.166831085	0.875107721	0.004328052	0.995390165	-0.225638404	0.499999084	0.113835554	0.628645678	0.153668852	0.693094688	-0.024123735	0.977655369
AT4G16910	-0.174746877	0.754717929	0.058025353	0.942797436	-0.046644015	0.842922412	-0.047804069	0.780113298	0.030766785	0.876752072	-0.080596035	0.775671106	-0.210000153	0.410174588
AT4G16920	0.132745641	0.849895843	-0.284232187	0.9480815	0.079179367	0.861335482	0.05534523	0.827185536	-0.281708287	0.137204177	-0.313352566	0.507590667	0.043864881	0.933598704
AT4G16930	0.058703037	0.882140672	-0.249417162	0.729720965	0.101625432	0.602063623	-0.056284518	0.775768423	0.038702279	0.807161602	-0.017372196	0.926449791	-0.053092142	0.869165719
AT4G16950	-0.263839252	0.662941632	-0.17100058	0.943902626	-0.123096044	0.843622666	0.016239972	0.969774906	-0.542370968	0.077426867	-0.104402268	0.812617971	-0.481902366	0.228742958
AT4G16960	0.073338282	0.939080229	0.109774262	0.947151349	0.070926411	0.843745548	-0.098009339	0.664604256	-0.104824066	0.634813939	0.040668861	0.912160592	-0.117559382	0.79126679
AT4G16970	-0.027616904	0.974131793	0.00656174	0.998864179	-0.124336085	0.806641926	-0.005934329	0.988532522	0.227670938	0.553192657	0.09903885	0.734333779	0.100208393	0.876998483
AT4G16980	-0.130856816	0.830891118	0.184992942	0.893284691	0.137390154	0.70764205	0.150928258	0.656833435	-0.041098381	0.904113148	-0.371444165	0.230969616	-0.017789729	0.971431207
AT4G16985	-0.3946358	0.773754658	-0.63865815	0.332403041	-1.629156361	0.08683668	-1.617929025	0.000832796	-1.582056366	8.67E-05	-0.705290757	0.233071468	-1.170498243	0.341184786
AT4G16990	0.044754352	0.945678693	0.021547685	0.985958051	0.116239433	0.694498146	-0.079023795	0.729574637	-0.035641724	0.874403909	0.049349786	0.821852259	0.118806526	0.627250005
AT4G17000	-0.086336084	0.933861169	0.171219392	0.9137413	-0.321059647	0.468765982	-0.079516985	0.790488142	0.503708938	0.043186028	0.650195096	0.045809024	0.116785616	0.864165458
AT4G17010	-0.303728936	0.58744413	-0.14615396	0.917679913	-0.120409413	0.78025344	-0.059718115	0.838042483	-0.022669317	0.933521181	-0.029839708	0.919351475	-0.183844764	0.659269755
AT4G17020	-0.028452326	0.987885817	-0.121676218	0.952901431	-0.035055717	0.958956954	-0.04786241	0.877564318	0.104572943	0.793781987	0.024506618	0.955539534	-0.185864278	0.721517176
AT4G17030	-0.158625794	0.91245025	-0.810292244	0.528287296	0.104539756	0.845719872	0.726584229	0.094184558	0.941427165	0.026229988	1.114919219	0.011856046	0.984328298	0.330668487
AT4G17040	-0.016806668	0.988952219	-0.087211536	0.966727136	0.072418036	0.84417285	-0.022753139	0.92850558	0.45217644	0.020553419	0.188474326	0.318113346	0.242815067	0.502347677
AT4G17050	-0.093780982	0.920558149	0.179481226	0.879114651	0.019234578	0.974831914	-0.117606667	0.627907155	-0.028376851	0.925780316	0.137933696	0.580208764	0.127156627	0.772042536
AT4G17060	0.046152117	0.946587795	-0.139496713	0.918315676	0.028969772	0.950209364	0.059509644	0.807269088	0.044501135	0.867752707	0.17299133	0.352796759	0.10484684	0.821071356
AT4G17070	-0.132715565	0.90947049	-0.066897649	0.980975695	-0.136096727	0.744245405	-0.54697948	0.054312225	-0.391193998	0.132190968	-0.321819459	0.303251806	-0.457090178	0.223924761
AT4G17080	0.056346271	0.950691099	-0.09074314	0.956030191	-0.290794105	0.448546636	-0.623967087	0.020753317	-0.219291347	0.301995188	0.019140396	0.937520461	-0.012838059	0.979298543
AT4G17090	0.257978055	0.528766672	-0.112186326	0.930066563	0.026870033	0.958074986	-0.042727341	0.871908828	0.014708264	0.964691501	0.099135779	0.642230447	0.145907777	0.603444048
AT4G17100	-0.047346978	0.96110509	0.293326686	0.783660875	-0.345768164	0.424177413	-0.170573045	0.452131199	-0.566764374	0.00817152	-0.229206792	0.262138595	-0.60156218	0.176250312
AT4G17110	0.146908843	0.839672857	0.294603554	0.607036752	0.055498206	0.902524148	0.028167181	0.941434761	-0.042653231	0.859293572	-0.007982447	0.971514201	0.195178848	0.653683553
AT4G17120	-0.025793985	0.985991391	-0.048117711	0.985893413	0.084671004	0.900404805	0.219445355	0.478771892	0.112323384	0.653645316	0.387787058	0.253785564	-0.024674812	0.97903909
AT4G17130	0.006036982	0.996849768	0.142589166	0.918655283	-0.129124811	0.747017485	-0.112965932	0.603410431	-0.306485943	0.199526136	-0.311342286	0.573081584	0.049215334	0.946930471
AT4G17150	-0.337743475	0.591369977	0.023072503	0.992224975	0.04364361	0.924097184	0.071366847	0.850545664	0.382319857	0.066113837	0.165279789	0.573055434	0.016720537	0.979742364
AT4G17160	0.188045437	0.775551035	0.06905766	0.984664344	0.155947104	0.700650857	0.002401175	0.996264097	0.087388757	0.829046663	-0.061127617	0.88560385	-0.26545786	0.568981859
AT4G17170	0.070309295	0.909264624	-0.229699593	0.805143944	-0.360543289	0.379977061	-0.417141232	0.090617171	-0.453912128	0.019172579	-0.314086529	0.083095394	-0.33807441	0.324192306
AT4G17180	0.059181527	0.96789759	-0.143864443	0.918655283	-0.217856007	0.527431322	-0.125680259	0.657100767	-0.120267913	0.58847674	-0.213942419	0.643636108	-0.270079169	0.53314788
AT4G17190	-0.14323703	0.849845608	-0.03637802	0.987985814	-0.112645512	0.764874232	-0.223873185	0.357848606	-0.193619927	0.437735698	-0.011264217	0.963519645	-0.013097764	0.977689289
AT4G17200	0.039394301	0.950564407	0.004726715	0.997768712	-0.0457083	0.875230563	0.022970326	0.920712424	-0.141536453	0.44337565	-0.046978518	0.817453755	-0.060865755	0.885059176
AT4G17215	-0.248366627	0.824625458	-0.500580366	0.630965664	-0.232209037	0.823831678	-0.396132081	0.061136481	0.127324563	0.57612638	-0.111784469	0.860535248	-1.493613267	0.012772321
AT4G17220	-0.538244663	0.631000541	-0.755841109	0.436634707	-0.719956598	0.316525368	-0.69827229	0.356227973	-0.298725921	0.283841971	0.137742332	0.835019397	1.150672244	0.392931539
AT4G17230	0.395168356	0.78329475	-0.379884938	0.773509687	-0.315680743	0.672023533	0.080542082	0.782872206	-0.091837869	0.732758331	-0.037036477	0.872025493	0.116466091	0.823422235
AT4G17240	0.134919485	0.813936743	-0.011711147	0.996238958	-0.275513153	0.720839842	0.066117366	0.868461148	0.465472892	0.24543757	0.276787606	0.44792082	0.280855001	0.513868064
AT4G17245	0.147890954	0.717504812	-0.092866988	0.943902626	-0.105854549	0.632129595	-0.070635738	0.707851066	-0.034570172	0.849582878	0.038604346	0.879284023	-0.178835463	0.577210054
AT4G17250	-0.227799283	0.729309016	0.033262082	0.988725506	-0.293261076	0.51193749	-0.064004565	0.842430927	-0.085006588	0.688658038	-0.17507275	0.656271081	0.195562606	0.626977394
AT4G17260	-0.052534199	0.949051582	-0.770871329	0.249543583	-0.693691428	0.10181561	-0.482852217	0.129970517	-0.408152654	0.125215953	-0.155894609	0.657995844	-0.540402923	0.223298079
AT4G17270	-0.043367597	0.95549999	0.167103957	0.908357365	-0.317237622	0.311648315	-0.146034512	0.523377464	-0.010109428	0.977123345	0.119422719	0.560722908	0.038559577	0.948051788
AT4G17280	-0.647804241	0.386176786	-0.906742455	0.264228212	-1.318993212	0.056928983	-0.666673675	0.022007045	0.016596567	0.958929767	-1.291701324	0.01113333	-1.530052692	0.02891212
AT4G17300	-0.03219455	0.969589908	-0.055399218	0.984818347	-0.03358198	0.950427344	0.141851296	0.64677826	0.048647963	0.88228906	-0.387410822	0.418563764	-0.102969097	0.884491885
AT4G17310	0.02258813	0.98739227	-0.049186489	0.984664344	-0.154490622	0.753297705	0.183351597	0.564169337	0.009111306	0.984031574	-0.254579999	0.271074607	-0.116629249	0.832723366
AT4G17330	0.011769198	0.990833982	0.063556623	0.973814069	0.195624733	0.546742369	0.385230942	0.183401169	0.385069898	0.0420182	0.19787907	0.267801917	0.456175055	0.226504963
AT4G17340	-0.27159375	0.920558149	0.500613387	0.927845072	-1.181157588	0.294879427	-1.933571311	0.002439179	-2.573038615	0.000726265	-1.577543534	0.026480249	-1.753120947	0.498278046
AT4G17350	1.368761435	0.029598047	2.500735605	0.007827333	2.911869475	0.001304776	3.131227058	7.76E-05	2.996847666	1.76E-06	2.101023195	2.96E-05	1.065365345	0.002932315
AT4G17360	0.284481459	0.817018554	0.080681345	0.974265586	0.074452416	0.880837753	-0.290337981	0.335263073	0.060655811	0.841259264	0.070658331	0.841107086	0.172108154	0.746181016
AT4G17370	-0.134388677	0.893222579	-0.116103023	0.944276546	0.006178253	0.992568846	-0.376093125	0.116454098	-0.006560126	0.983015035	0.143415061	0.554480218	0.271542791	0.603444048
AT4G17380	0.184761464	0.730513107	0.319427132	0.414027245	-0.1706707	0.529036998	0.065695889	0.882547464	-0.040579301	0.882987131	0.117427165	0.745883268	-0.016602633	0.976479242
AT4G17390	0.031196584	0.96110509	-0.034918453	0.985893413	0.127774868	0.731441032	0.173762174	0.407051507	0.267205846	0.092555983	0.245293448	0.142661574	0.129775423	0.624170856
AT4G17410	0.517932486	0.259844841	0.157890262	0.94270267	0.09717146	0.859978364	-0.096677408	0.766423444	0.318099645	0.323581964	-0.353109621	0.242691628	0.181344346	0.789863294
AT4G17420	-0.167370874	0.825107979	-0.17169923	0.907429266	-0.40556296	0.383462855	-0.361622862	0.1318134	-0.150352118	0.659419502	0.260674815	0.214755662	-0.024574137	0.971431207
AT4G17430	-0.083971313	0.936652195	-0.086711408	0.968339994	-0.172616119	0.733932696	0.123631957	0.664940592	-0.094430984	0.751115943	0.159788102	0.420105108	-0.178147563	0.653683553
AT4G17460	0.976389792	0.063114366	0.856690889	0.266044146	0.175888575	0.867503386	0.216871917	0.475120421	-0.088448977	0.683664215	-0.190114099	0.305793356	0.06760114	0.918426425
AT4G17470	-0.030114642	0.986991195	0.458256021	0.632559139	-0.308631475	0.652232235	-0.388746411	0.077033	-0.355742973	0.279427049	-0.34046273	0.50102579	-0.488583708	0.066799771
AT4G17480	-0.073947883	0.929625359	-0.324956465	0.898778906	-0.671542151	0.191133011	-0.598562536	0.034573732	-0.275566918	0.362891644	0.10417394	0.824959863	-0.393143615	0.465443662
AT4G17483	-0.297580894	0.744425772	-0.411092842	0.502302365	-0.336087566	0.538923112	-0.253281087	0.338424756	-0.388502247	0.107110435	-0.525230886	0.313947989	-0.208477325	0.794818048
AT4G17486	0.170152365	0.771345566	-0.012849659	0.995807774	-0.117949167	0.731441032	-0.36120011	0.118289261	0.095501453	0.709380728	0.244668381	0.239979374	-0.055292242	0.923453344
AT4G17490	0.76326993	0.658300749	0.1528049	0.940122492	1.026665552	0.129641754	1.068263813	0.175887647	1.395381968	0.043093027	1.580985075	0.001043562	1.963728545	0.003577277
AT4G17500	-0.220164349	0.91842782	-0.21259502	0.920603821	0.271488384	0.731441032	-0.380234956	0.406370443	-0.788949174	0.05996696	-1.270090442	0.000556849	0.125413578	0.83178989
AT4G17505	0.027565632	0.973568456	0.029178639	0.985234455	-0.180251739	0.629453674	-0.047148706	0.831187512	-0.10742783	0.491542793	-0.00014551	0.999290599	0.022662142	0.965662988
AT4G17510	-0.139700696	0.855143736	-0.152482939	0.881667281	-0.106915017	0.770782197	-0.04753369	0.891164056	0.126673295	0.505590391	-0.020427078	0.958795641	-0.187280771	0.643734431
AT4G17520	0.007541909	0.99535088	-0.006327261	0.997006706	0.233925516	0.493715226	0.326667838	0.147452255	0.250612782	0.333626195	0.124568415	0.507878029	0.074735945	0.8707556
AT4G17530	-0.023270879	0.975754533	-0.059660919	0.97412273	-0.041231943	0.909652347	-0.146855432	0.487098221	-0.338194891	0.053467402	-0.345281749	0.062184431	0.129365142	0.841843918
AT4G17540	-0.207142822	0.800419079	0.143642925	0.955021066	0.598434218	0.165581311	0.663670643	0.050916498	0.610988625	0.051395341	0.157865956	0.581957361	0.266796252	0.623522607
AT4G17550	0.432410288	0.626686529	0.141971245	0.938585994	-0.28655766	0.60727876	-0.388561788	0.203383126	-0.681597971	0.016327572	-0.43820137	0.099433642	-0.087140465	0.905313796
AT4G17560	-0.257095909	0.813936743	-0.072600565	0.975583558	-0.071161957	0.868816136	0.117419809	0.65730993	0.497825199	0.048371498	0.241039223	0.556856733	0.021228218	0.974783844
AT4G17570	-0.402779372	0.662687364	-0.30123916	0.872378953	-0.06700159	0.943032857	-0.089422008	0.744793315	0.088650186	0.801260005	0.099831251	0.795874991	0.006575181	0.993367144
AT4G17580	-0.039718108	0.964692321	0.081863692	0.969223077	-0.110563366	0.77745029	0.022810287	0.952821442	-0.135091426	0.549653585	-0.379459741	0.452481682	-0.177495736	0.846416192
AT4G17585	0.011714364	0.987913878	0.061445358	0.958633501	-0.061729578	0.832467173	0.092396674	0.544053505	-0.022839649	0.934515082	-0.13714601	0.637390211	-0.152750279	0.600003828
AT4G17590	-0.196660122	0.810185853	0.036216881	0.984664344	-0.025092007	0.961571515	-0.15871389	0.311282201	-0.199175843	0.227875258	-0.027768756	0.928684047	-0.006773028	0.992266087
AT4G17600	-0.20861848	0.777200278	-0.06260374	0.957864426	0.019849697	0.970849376	0.230983368	0.278057193	0.033137855	0.898816387	0.128613483	0.634135281	0.114615126	0.729510365
AT4G17610	0.010578746	0.992057034	0.285654858	0.705860775	0.179157764	0.66790674	0.536416336	0.019194633	0.167984057	0.386854257	-0.155483524	0.446560725	0.023734015	0.970721552
AT4G17615	0.060642636	0.986564031	0.198916106	0.949824115	-0.027915594	0.980150015	-0.101749813	0.672960126	-0.514101872	0.144944565	-0.526531863	0.053843684	-0.483895437	0.325016531
AT4G17620	-0.014349122	0.988952219	0.145724313	0.916227613	0.119269794	0.760405195	0.209008	0.326804394	0.325020736	0.074275063	0.224987461	0.267748199	0.163960367	0.624995083
AT4G17640	-0.128780444	0.865357594	0.139364133	0.942797436	0.056401558	0.889709006	0.02118803	0.952884103	0.112401981	0.651828487	0.255521826	0.359796499	-0.197657182	0.571109785
AT4G17650	0.19742428	0.772803849	0.070133026	0.983167275	0.126154705	0.731821484	0.078460827	0.808122988	-0.082773779	0.70696168	0.0180711	0.942638767	-0.037647344	0.943971713
AT4G17660	-0.19682512	0.789002967	-0.119609693	0.889887204	0.004587287	0.991687511	-0.016138982	0.95128481	-0.104037381	0.64018692	-0.127347306	0.668524247	0.086610899	0.827406356
AT4G17670	0.296603172	0.674874738	-0.381356252	0.810936841	-0.211826802	0.796186024	-0.274147888	0.62542998	0.1023144	0.706734376	0.339994764	0.406089175	0.969553714	0.128668599
AT4G17690	0.043086173	0.936652195	0.054441612	0.978300257	0.07135011	0.795062901	0.001052355	0.997625738	-0.170219878	0.41777851	-0.079348751	0.713159419	-0.071928162	0.847886971
AT4G17695	0.012524206	0.989136462	0.209734428	0.761806602	0.038966302	0.929925411	-0.078988398	0.741114585	0.014892927	0.952714261	-0.080291352	0.815444015	0.167178566	0.693527929
AT4G17700	-0.100668008	0.928364979	-0.104581664	0.937562148	-0.022185735	0.959991304	-0.113204134	0.609001013	0.16045779	0.355081873	-0.002228695	0.995245587	-0.139575635	0.659972554
